combined_id,name_clean,name_last_first,country_clean,contest,year,official_name,official_name_last_first,official_country,official_country_code,official_person_id,score,medal,rank_start,rank_end,rank_average,percentile,total_participants,match_method,source_url
830,Matin Arefnia,"Arefnia, Matin",Islamic Republic of Iran,APMO,2021,Matin Arefnia,"Arefnia, Matin",Islamic Republic of Iran,IRN,IRN:2021:7,17,Bronze,80,86,83,0.7587209302,344,same_country_exact,https://www.apmo-official.org/country_report/IRN/2021
842,Parnia Dabagh,"Dabagh, Parnia",Islamic Republic of Iran,APMO,2024,Parnia Dabagh,"Dabagh, Parnia",Islamic Republic of Iran,IRN,IRN:2024:6,14,Bronze,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/IRN/2024
845,Farbod Ekbatani,"Ekbatani, Farbod",Islamic Republic of Iran,APMO,2016,Farbod Ekbatani,"Ekbatani, Farbod",Islamic Republic of Iran,IRN,IRN:2016:3,27,Silver,36,41,38.5,0.8833333333,330,same_country_exact,https://www.apmo-official.org/country_report/IRN/2016
847,Reza Esmailpour,"Esmailpour, Reza",Islamic Republic of Iran,APMO,2026,Reza Esmailpour,"Esmailpour, Reza",Islamic Republic of Iran,IRN,IRN:2026:5,18,Bronze,108,121,114.5,0.7115869018,397,same_country_exact,https://www.apmo-official.org/country_report/IRN/2026
856,Faraz Ghahremany Kooreh,"Ghahremany Kooreh, Faraz",Islamic Republic of Iran,APMO,2019,Faraz Ghahremani Koure,"Ghahremani Koure, Faraz",Islamic Republic of Iran,IRN,IRN:2019:2,23,Silver,19,22,20.5,0.9428969359,359,reviewed_alias,https://www.apmo-official.org/country_report/IRN/2019
867,Amirmahdi Hosseinabadi,"Hosseinabadi, Amirmahdi",Islamic Republic of Iran,APMO,2018,Amir Mahdi Hossein Abadi,"Hossein Abadi, Amir Mahdi",Islamic Republic of Iran,IRN,IRN:2018:6,17,Bronze,105,116,110.5,0.6860795455,352,same_country_compact,https://www.apmo-official.org/country_report/IRN/2018
888,Mahbod Majid,"Majid, Mahbod",Islamic Republic of Iran,APMO,2016,Mahbod Majid,"Majid, Mahbod",Islamic Republic of Iran,IRN,IRN:2016:9,20,Honourable Mention,75,79,77,0.7666666667,330,same_country_exact,https://www.apmo-official.org/country_report/IRN/2016
900,Arman Mohammadi,"Mohammadi, Arman",Islamic Republic of Iran,APMO,2018,Arman Mohammadi,"Mohammadi, Arman",Islamic Republic of Iran,IRN,IRN:2018:10,13,Honourable Mention,176,185,180.5,0.4872159091,352,same_country_exact,https://www.apmo-official.org/country_report/IRN/2018
906,Soroush Momeni,"Momeni, Soroush",Islamic Republic of Iran,APMO,2022,Soroush Momeni,"Momeni, Soroush",Islamic Republic of Iran,IRN,IRN:2022:8,7,Honourable Mention,244,263,253.5,0.2028301887,318,same_country_exact,https://www.apmo-official.org/country_report/IRN/2022
920,Amin Rakhsha,"Rakhsha, Amin",Islamic Republic of Iran,APMO,2016,Amin Rakhsha,"Rakhsha, Amin",Islamic Republic of Iran,IRN,IRN:2016:8,20,Honourable Mention,75,79,77,0.7666666667,330,same_country_exact,https://www.apmo-official.org/country_report/IRN/2016
922,Ahmad Ramzan Pour,"Ramzan Pour, Ahmad",Islamic Republic of Iran,APMO,2018,Ahmad Ramezanpour,"Ramezanpour, Ahmad",Islamic Republic of Iran,IRN,IRN:2018:4,21,Bronze,56,74,65,0.8153409091,352,reviewed_alias,https://www.apmo-official.org/country_report/IRN/2018
926,Alireza Rezaeimoghadam,"Rezaeimoghadam, Alireza",Islamic Republic of Iran,APMO,2020,Alireza Rezaei Moghaddam,"Rezaei Moghaddam, Alireza",Islamic Republic of Iran,IRN,IRN:2020:9,16,Honourable Mention,72,114,93,0.7240356083,337,reviewed_alias,https://www.apmo-official.org/country_report/IRN/2020
927,Farhood Rostamkhani,"Rostamkhani, Farhood",Islamic Republic of Iran,APMO,2016,Farhoud Rostamkhani,"Rostamkhani, Farhoud",Islamic Republic of Iran,IRN,IRN:2016:4,27,Bronze,36,41,38.5,0.8833333333,330,reviewed_alias,https://www.apmo-official.org/country_report/IRN/2016
927,Farhood Rostamkhani,"Rostamkhani, Farhood",Islamic Republic of Iran,APMO,2017,Farhood Rostamkhani,"Rostamkhani, Farhood",Islamic Republic of Iran,IRN,IRN:2017:7,22,Bronze,79,89,84,0.7620396601,353,same_country_exact,https://www.apmo-official.org/country_report/IRN/2017
929,Amirmojtaba Sabour,"Sabour, Amirmojtaba",Islamic Republic of Iran,APMO,2016,Amir Mojtaba Sabour,"Sabour, Amir Mojtaba",Islamic Republic of Iran,IRN,IRN:2016:1,33,Gold,12,13,12.5,0.9621212121,330,same_country_compact,https://www.apmo-official.org/country_report/IRN/2016
929,Amirmojtaba Sabour,"Sabour, Amirmojtaba",Islamic Republic of Iran,APMO,2017,Amir Mojtaba Sabour,"Sabour, Amir Mojtaba",Islamic Republic of Iran,IRN,IRN:2017:1,29,Gold,4,32,18,0.9490084986,353,same_country_compact,https://www.apmo-official.org/country_report/IRN/2017
945,Mohammad Sharifikiasari,"Sharifikiasari, Mohammad",Islamic Republic of Iran,APMO,2018,Mohammad Sharifi Kiasari,"Sharifi Kiasari, Mohammad",Islamic Republic of Iran,IRN,IRN:2018:2,25,Silver,34,37,35.5,0.8991477273,352,same_country_compact,https://www.apmo-official.org/country_report/IRN/2018
951,Soroush Taslimi,"Taslimi, Soroush",Islamic Republic of Iran,APMO,2016,Soroush Taslimi,"Taslimi, Soroush",Islamic Republic of Iran,IRN,IRN:2016:6,21,Bronze,61,74,67.5,0.7954545455,330,same_country_exact,https://www.apmo-official.org/country_report/IRN/2016
957,Hossein Zakerinia,"Zakerinia, Hossein",Islamic Republic of Iran,APMO,2016,Hosein Zakerinia,"Zakerinia, Hosein",Islamic Republic of Iran,IRN,IRN:2016:7,20,Bronze,75,79,77,0.7666666667,330,reviewed_alias,https://www.apmo-official.org/country_report/IRN/2016
958,Arian Zamani,"Zamani, Arian",Islamic Republic of Iran,APMO,2020,Aryan Zamani,"Zamani, Aryan",Islamic Republic of Iran,IRN,IRN:2020:4,18,Bronze,43,55,49,0.8545994065,337,reviewed_alias,https://www.apmo-official.org/country_report/IRN/2020
960,Ko Aoki,"Aoki, Ko",Japan,APMO,2016,Aoki Ko,"Ko, Aoki",Japan,JPN,JPN:2016:1,31,Gold,15,17,16,0.9515151515,330,same_country_exact,https://www.apmo-official.org/country_report/JPN/2016
960,Ko Aoki,"Aoki, Ko",Japan,APMO,2017,Aoki Ko,"Ko, Aoki",Japan,JPN,JPN:2017:9,22,Honourable Mention,79,89,84,0.7620396601,353,same_country_exact,https://www.apmo-official.org/country_report/JPN/2017
961,Tomochika Arai,"Arai, Tomochika",Japan,APMO,2019,Arai Tomochika,"Tomochika, Arai",Japan,JPN,JPN:2019:4,15,Bronze,95,122,108.5,0.6977715877,359,same_country_exact,https://www.apmo-official.org/country_report/JPN/2019
962,Toshifumi Hara,"Hara, Toshifumi",Japan,APMO,2018,Hara Toshifumi,"Toshifumi, Hara",Japan,JPN,JPN:2018:2,28,Silver,16,30,23,0.9346590909,352,same_country_exact,https://www.apmo-official.org/country_report/JPN/2018
966,Rikimaru Kurata,"Kurata, Rikimaru",Japan,APMO,2016,Kurata Rikimaru,"Rikimaru, Kurata",Japan,JPN,JPN:2016:2,25,Silver,47,51,49,0.8515151515,330,same_country_exact,https://www.apmo-official.org/country_report/JPN/2016
966,Rikimaru Kurata,"Kurata, Rikimaru",Japan,APMO,2017,Kurata Rikimaru,"Rikimaru, Kurata",Japan,JPN,JPN:2017:5,28,Bronze,33,57,45,0.8725212465,353,same_country_exact,https://www.apmo-official.org/country_report/JPN/2017
967,Naoki Kuroda,"Kuroda, Naoki",Japan,APMO,2017,Kuroda Naoki,"Naoki, Kuroda",Japan,JPN,JPN:2017:3,28,Silver,33,57,45,0.8725212465,353,same_country_exact,https://www.apmo-official.org/country_report/JPN/2017
967,Naoki Kuroda,"Kuroda, Naoki",Japan,APMO,2018,Kuroda Naoki,"Naoki, Kuroda",Japan,JPN,JPN:2018:4,28,Bronze,16,30,23,0.9346590909,352,same_country_exact,https://www.apmo-official.org/country_report/JPN/2018
967,Naoki Kuroda,"Kuroda, Naoki",Japan,APMO,2019,Kuroda Naoki,"Naoki, Kuroda",Japan,JPN,JPN:2019:1,27,Gold,5,6,5.5,0.9846796657,359,same_country_exact,https://www.apmo-official.org/country_report/JPN/2019
970,Yuta Takaya,"Takaya, Yuta",Japan,APMO,2016,Takaya Yuta,"Yuta, Takaya",Japan,JPN,JPN:2016:5,21,Bronze,61,74,67.5,0.7954545455,330,same_country_exact,https://www.apmo-official.org/country_report/JPN/2016
970,Yuta Takaya,"Takaya, Yuta",Japan,APMO,2017,Takaya Yuta,"Yuta, Takaya",Japan,JPN,JPN:2017:4,28,Bronze,33,57,45,0.8725212465,353,same_country_exact,https://www.apmo-official.org/country_report/JPN/2017
970,Yuta Takaya,"Takaya, Yuta",Japan,APMO,2018,Takaya Yuta,"Yuta, Takaya",Japan,JPN,JPN:2018:1,29,Gold,14,15,14.5,0.9588068182,352,same_country_exact,https://www.apmo-official.org/country_report/JPN/2018
971,Akihiro Watanabe,"Watanabe, Akihiro",Japan,APMO,2016,Watanabe Akihiro,"Akihiro, Watanabe",Japan,JPN,JPN:2016:9,19,Honourable Mention,80,88,84,0.7454545455,330,same_country_exact,https://www.apmo-official.org/country_report/JPN/2016
972,Nurassyl Abdirazak,"Abdirazak, Nurassyl",Kazakhstan,APMO,2021,Nurassyl Abdirazak,"Abdirazak, Nurassyl",Kazakhstan,KAZ,KAZ:2021:9,14,Honourable Mention,104,149,126.5,0.6322674419,344,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2021
978,Raiymbek Akshulakov,"Akshulakov, Raiymbek",Kazakhstan,APMO,2016,Raimbek Akshulakov,"Akshulakov, Raimbek",Kazakhstan,KAZ,KAZ:2016:4,14,Bronze,127,148,137.5,0.5833333333,330,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2016
980,Yerassyl Altinbek,"Altinbek, Yerassyl",Kazakhstan,APMO,2025,Altynbek Erasyl,"Erasyl, Altynbek",Kazakhstan,KAZ,KAZ:2025:6,17,Bronze,144,144,144,0.5701492537,335,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2025
981,Aruzhan Amanbayeva,"Amanbayeva, Aruzhan",Kazakhstan,APMO,2016,Aruzhan Amanbayeva,"Amanbayeva, Aruzhan",Kazakhstan,KAZ,KAZ:2016:8,14,Honourable Mention,127,148,137.5,0.5833333333,330,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2016
981,Aruzhan Amanbayeva,"Amanbayeva, Aruzhan",Kazakhstan,APMO,2018,Aruzhan Amanbayeva,"Amanbayeva, Aruzhan",Kazakhstan,KAZ,KAZ:2018:5,14,Bronze,142,175,158.5,0.5497159091,352,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2018
986,Rakhman Asmatullayev,"Asmatullayev, Rakhman",Kazakhstan,APMO,2018,Rakhman Asmatullayev,"Asmatullayev, Rakhman",Kazakhstan,KAZ,KAZ:2018:4,15,Bronze,125,141,133,0.6221590909,352,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2018
987,Saddam Asmatullayev,"Asmatullayev, Saddam",Kazakhstan,APMO,2016,Saddam Asmatullayev,"Asmatullayev, Saddam",Kazakhstan,KAZ,KAZ:2016:7,14,Bronze,127,148,137.5,0.5833333333,330,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2016
988,Batyrkhan Baiganov,"Baiganov, Batyrkhan",Kazakhstan,APMO,2025,Beiganov Batyrkhan,"Batyrkhan, Beiganov",Kazakhstan,KAZ,KAZ:2025:7,15,Bronze,152,171,161.5,0.5179104478,335,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2025
988,Batyrkhan Baiganov,"Baiganov, Batyrkhan",Kazakhstan,APMO,2026,Batyrkhan Beiganov,"Beiganov, Batyrkhan",Kazakhstan,KAZ,KAZ:2026:2,21,Silver,60,93,76.5,0.8073047859,397,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2026
990,Raiymbek Baishuak,"Baishuak, Raiymbek",Kazakhstan,APMO,2022,Raiymbek Baishuak,"Baishuak, Raiymbek",Kazakhstan,KAZ,KAZ:2022:1,22,Silver,38,45,41.5,0.8694968553,318,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2022
990,Raiymbek Baishuak,"Baishuak, Raiymbek",Kazakhstan,APMO,2023,Raiymbek Baishuak,"Baishuak, Raiymbek",Kazakhstan,KAZ,KAZ:2023:1,23,Gold,38,50,44,0.8724637681,345,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2023
993,Alan Beremkulov,"Beremkulov, Alan",Kazakhstan,APMO,2020,Alan Beremkulov,"Beremkulov, Alan",Kazakhstan,KAZ,KAZ:2020:6,14,Bronze,132,190,161,0.5222551929,337,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2020
996,Tamerlan Burumbayev,"Burumbayev, Tamerlan",Kazakhstan,APMO,2020,Tamerlan Burambayev,"Burambayev, Tamerlan",Kazakhstan,KAZ,KAZ:2020:7,14,Bronze,132,190,161,0.5222551929,337,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2020
996,Tamerlan Burumbayev,"Burumbayev, Tamerlan",Kazakhstan,APMO,2022,Tamerlan Burambayev,"Burambayev, Tamerlan",Kazakhstan,KAZ,KAZ:2022:3,21,Silver,46,65,55.5,0.8254716981,318,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2022
1015,Assylbek Olzhabayev,"Olzhabayev, Assylbek",Kazakhstan,APMO,2020,Asylbek Olzhabayev,"Olzhabayev, Asylbek",Kazakhstan,KAZ,KAZ:2020:2,16,Silver,72,114,93,0.7240356083,337,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2020
1016,Makhmut Omar,"Omar, Makhmut",Kazakhstan,APMO,2021,Makhmut Omar,"Omar, Makhmut",Kazakhstan,KAZ,KAZ:2021:5,14,Bronze,104,149,126.5,0.6322674419,344,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2021
1026,Yaroslav Toporov,"Toporov, Yaroslav",Kazakhstan,APMO,2020,Yaroslav Toporov,"Toporov, Yaroslav",Kazakhstan,KAZ,KAZ:2020:1,16,Silver,72,114,93,0.7240356083,337,same_country_exact,https://www.apmo-official.org/country_report/KAZ/2020
1037,Kuanysh Zholdassov,"Zholdassov, Kuanysh",Kazakhstan,APMO,2019,Kuanysh Zholdasov,"Zholdasov, Kuanysh",Kazakhstan,KAZ,KAZ:2019:4,16,Bronze,76,94,85,0.7632311978,359,reviewed_alias,https://www.apmo-official.org/country_report/KAZ/2019
1038,Nursultan Eshperov,"Eshperov, Nursultan",Kyrgyzstan,APMO,2023,Nursultan Eshperov,"Eshperov, Nursultan",Kyrgyzstan,KGZ,KGZ:2023:3,4,None,236,251,243.5,0.2942028986,345,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2023
1038,Nursultan Eshperov,"Eshperov, Nursultan",Kyrgyzstan,APMO,2024,Nursultan Eshperov,"Eshperov, Nursultan",Kyrgyzstan,KGZ,KGZ:2024:6,13,Bronze,219,235,227,0.3605633803,355,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2024
1038,Nursultan Eshperov,"Eshperov, Nursultan",Kyrgyzstan,APMO,2025,Nursultan Eshperov,"Eshperov, Nursultan",Kyrgyzstan,KGZ,KGZ:2025:2,15,Bronze,152,171,161.5,0.5179104478,335,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2025
1039,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,APMO,2022,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,KGZ,KGZ:2022:10,1,None,291,305,298,0.0628930818,318,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2022
1039,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,APMO,2023,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,KGZ,KGZ:2023:9,0,None,324,345,334.5,0.0304347826,345,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2023
1039,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,APMO,2024,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,KGZ,KGZ:2024:1,20,Gold,45,48,46.5,0.8690140845,355,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2024
1039,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,APMO,2025,Nazar Kirgizbaev,"Kirgizbaev, Nazar",Kyrgyzstan,KGZ,KGZ:2025:5,10,Honourable Mention,217,224,220.5,0.3417910448,335,same_country_exact,https://www.apmo-official.org/country_report/KGZ/2025
1046,Iat In Chan,"Chan, Iat In",Macau,APMO,2025,Iat In Chan,"Chan, Iat In",Macau,MAC,MAC:2025:5,8,Honourable Mention,235,257,246,0.2656716418,335,same_country_exact,https://www.apmo-official.org/country_report/MAC/2025
1052,Kuong Hou Chang,"Chang, Kuong Hou",Macau,APMO,2026,Kuong Hou Chang,"Chang, Kuong Hou",Macau,MAC,MAC:2026:7,7,Honourable Mention,273,352,312.5,0.2128463476,397,same_country_exact,https://www.apmo-official.org/country_report/MAC/2026
1079,In Lok Ho,"Ho, In Lok",Macau,APMO,2026,In Lok Ho,"Ho, In Lok",Macau,MAC,MAC:2026:10,7,Honourable Mention,273,352,312.5,0.2128463476,397,same_country_exact,https://www.apmo-official.org/country_report/MAC/2026
1101,Kin Nam Lao,"Lao, Kin Nam",Macau,APMO,2025,Kin Nam Lao,"Lao, Kin Nam",Macau,MAC,MAC:2025:1,13,Bronze,202,210,206,0.3850746269,335,same_country_exact,https://www.apmo-official.org/country_report/MAC/2025
1101,Kin Nam Lao,"Lao, Kin Nam",Macau,APMO,2026,Kin Nam Lao,"Lao, Kin Nam",Macau,MAC,MAC:2026:4,9,Honourable Mention,229,251,240,0.395465995,397,same_country_exact,https://www.apmo-official.org/country_report/MAC/2026
1120,Ka Shing Liang,"Liang, Ka Shing",Macau,APMO,2025,Ka Shing Liang,"Liang, Ka Shing",Macau,MAC,MAC:2025:9,3,None,296,299,297.5,0.1119402985,335,same_country_exact,https://www.apmo-official.org/country_report/MAC/2025
1129,Kiros Lu,"Lu, Kiros",Macau,APMO,2026,Kiros Lu,"Lu, Kiros",Macau,MAC,MAC:2026:9,7,Honourable Mention,273,352,312.5,0.2128463476,397,same_country_exact,https://www.apmo-official.org/country_report/MAC/2026
1130,Kuan Kun Mak,"Mak, Kuan Kun",Macau,APMO,2026,Kuan Kun Mak,"Mak, Kuan Kun",Macau,MAC,MAC:2026:3,9,Honourable Mention,229,251,240,0.395465995,397,same_country_exact,https://www.apmo-official.org/country_report/MAC/2026
1168,Haoxiang Ye,"Ye, Haoxiang",Macau,APMO,2025,Haoxiang Ye,"Ye, Haoxiang",Macau,MAC,MAC:2025:4,8,Honourable Mention,235,257,246,0.2656716418,335,same_country_exact,https://www.apmo-official.org/country_report/MAC/2025
1171,Xing Yi Ang,"Ang, Xing Yi",Malaysia,APMO,2021,ANG XING YI,"XING YI, ANG",Malaysia,MYS,MYS:2021:10,7,Honourable Mention,219,283,251,0.2703488372,344,same_country_exact,https://www.apmo-official.org/country_report/MYS/2021
1172,Tze Shen Tristan Chaang,"Chaang, Tze Shen Tristan",Malaysia,APMO,2018,TZE SHEN TRISTAN CHAANG,"CHAANG, TZE SHEN TRISTAN",Malaysia,MYS,MYS:2018:3,14,Bronze,142,175,158.5,0.5497159091,352,same_country_exact,https://www.apmo-official.org/country_report/MYS/2018
1172,Tze Shen Tristan Chaang,"Chaang, Tze Shen Tristan",Malaysia,APMO,2019,TZE SHEN TRISTAN CHAANG,"CHAANG, TZE SHEN TRISTAN",Malaysia,MYS,MYS:2019:4,12,Bronze,189,196,192.5,0.4637883008,359,same_country_exact,https://www.apmo-official.org/country_report/MYS/2019
1172,Tze Shen Tristan Chaang,"Chaang, Tze Shen Tristan",Malaysia,APMO,2020,TRISTAN CHAANG TZE SHEN,"TZE SHEN, TRISTAN CHAANG",Malaysia,MYS,MYS:2020:3,14,Bronze,132,190,161,0.5222551929,337,same_country_exact,https://www.apmo-official.org/country_report/MYS/2020
1172,Tze Shen Tristan Chaang,"Chaang, Tze Shen Tristan",Malaysia,APMO,2021,CHAANG TZE SHEN TRISTAN,"TRISTAN, CHAANG TZE SHEN",Malaysia,MYS,MYS:2021:2,21,Silver,33,49,41,0.8808139535,344,same_country_exact,https://www.apmo-official.org/country_report/MYS/2021
1172,Tze Shen Tristan Chaang,"Chaang, Tze Shen Tristan",Malaysia,APMO,2022,Tze Shen Tristan Chaang,"Chaang, Tze Shen Tristan",Malaysia,MYS,MYS:2022:2,20,Silver,66,80,73,0.7704402516,318,same_country_exact,https://www.apmo-official.org/country_report/MYS/2022
1174,Ivan Guan Yu Chan,"Chan, Ivan Guan Yu",Malaysia,APMO,2022,Guan Yu Ivan Chan,"Ivan Chan, Guan Yu",Malaysia,MYS,MYS:2022:5,12,Bronze,187,195,191,0.3993710692,318,same_country_token,https://www.apmo-official.org/country_report/MYS/2022
1174,Ivan Guan Yu Chan,"Chan, Ivan Guan Yu",Malaysia,APMO,2023,Ivan Chan Guan Yu,"Chan Guan Yu, Ivan",Malaysia,MYS,MYS:2023:3,14,Bronze,121,137,129,0.6260869565,345,same_country_token,https://www.apmo-official.org/country_report/MYS/2023
1174,Ivan Guan Yu Chan,"Chan, Ivan Guan Yu",Malaysia,APMO,2024,Ivan Chan Guan Yu,"Chan Guan Yu, Ivan",Malaysia,MYS,MYS:2024:4,14,Bronze,95,218,156.5,0.5591549296,355,same_country_token,https://www.apmo-official.org/country_report/MYS/2024
1174,Ivan Guan Yu Chan,"Chan, Ivan Guan Yu",Malaysia,APMO,2025,Ivan Chan Guan Yu,"Chan Guan Yu, Ivan",Malaysia,MYS,MYS:2025:3,21,Silver,75,127,101,0.6985074627,335,same_country_token,https://www.apmo-official.org/country_report/MYS/2025
1180,Brandon Choo Sze How,"Choo Sze How, Brandon",Malaysia,APMO,2022,Sze How Brandon Choo,"Brandon Choo, Sze How",Malaysia,MYS,MYS:2022:9,8,Honourable Mention,224,243,233.5,0.2657232704,318,same_country_exact,https://www.apmo-official.org/country_report/MYS/2022
1180,Brandon Choo Sze How,"Choo Sze How, Brandon",Malaysia,APMO,2025,Brandon Choo Tze How,"Choo Tze How, Brandon",Malaysia,MYS,MYS:2025:6,21,Bronze,75,127,101,0.6985074627,335,reviewed_alias,https://www.apmo-official.org/country_report/MYS/2025
1182,Chong Hong Choy,"Choy, Chong Hong",Malaysia,APMO,2023,Choy Chong Hong,"Chong Hong, Choy",Malaysia,MYS,MYS:2023:7,7,Honourable Mention,183,213,198,0.4260869565,345,same_country_exact,https://www.apmo-official.org/country_report/MYS/2023
1183,Jia Herng Chuah,"Chuah, Jia Herng",Malaysia,APMO,2023,Chuah Jia Herng,"Jia Herng, Chuah",Malaysia,MYS,MYS:2023:8,7,None,183,213,198,0.4260869565,345,same_country_exact,https://www.apmo-official.org/country_report/MYS/2023
1185,Jun Thean Goh,"Goh, Jun Thean",Malaysia,APMO,2025,Goh Jun Thean,"Jun Thean, Goh",Malaysia,MYS,MYS:2025:10,14,Honourable Mention,172,201,186.5,0.4432835821,335,same_country_exact,https://www.apmo-official.org/country_report/MYS/2025
1191,Samuel Qi En Koh,"Koh, Samuel Qi En",Malaysia,APMO,2022,Qi En Samuel Koh,"Samuel Koh, Qi En",Malaysia,MYS,MYS:2022:8,10,Honourable Mention,207,219,213,0.3301886792,318,same_country_token,https://www.apmo-official.org/country_report/MYS/2022
1193,Ryan Yi Jie Kua,"Kua, Ryan Yi Jie",Malaysia,APMO,2024,Ryan Kua Yi Jie,"Kua Yi Jie, Ryan",Malaysia,MYS,MYS:2024:8,14,Honourable Mention,95,218,156.5,0.5591549296,355,same_country_token,https://www.apmo-official.org/country_report/MYS/2024
1195,Bryan Shi Yang Lee,"Lee, Bryan Shi Yang",Malaysia,APMO,2021,BRYAN LEE SHI YANG,"LEE SHI YANG, BRYAN",Malaysia,MYS,MYS:2021:9,7,Honourable Mention,219,283,251,0.2703488372,344,same_country_token,https://www.apmo-official.org/country_report/MYS/2021
1195,Bryan Shi Yang Lee,"Lee, Bryan Shi Yang",Malaysia,APMO,2023,Bryan Lee Shi Yang,"Lee Shi Yang, Bryan",Malaysia,MYS,MYS:2023:4,14,Bronze,121,137,129,0.6260869565,345,same_country_token,https://www.apmo-official.org/country_report/MYS/2023
1204,Ming Wen Lim,"Lim, Ming Wen",Malaysia,APMO,2019,MING WEN LIM,"LIM, MING WEN",Malaysia,MYS,MYS:2019:10,1,None,322,348,335,0.0668523677,359,same_country_exact,https://www.apmo-official.org/country_report/MYS/2019
1221,Li Xuan Tan,"Tan, Li Xuan",Malaysia,APMO,2016,Li Xuan Tan,"Tan, Li Xuan",Malaysia,MYS,MYS:2016:6,4,None,239,250,244.5,0.2590909091,330,same_country_exact,https://www.apmo-official.org/country_report/MYS/2016
1221,Li Xuan Tan,"Tan, Li Xuan",Malaysia,APMO,2017,LI XUAN TAN,"TAN, LI XUAN",Malaysia,MYS,MYS:2017:2,14,Bronze,143,181,162,0.5410764873,353,same_country_exact,https://www.apmo-official.org/country_report/MYS/2017
1221,Li Xuan Tan,"Tan, Li Xuan",Malaysia,APMO,2018,LI XUAN TAN,"TAN, LI XUAN",Malaysia,MYS,MYS:2018:5,7,Honourable Mention,243,293,268,0.2386363636,352,same_country_exact,https://www.apmo-official.org/country_report/MYS/2018
1221,Li Xuan Tan,"Tan, Li Xuan",Malaysia,APMO,2019,LI XUAN TAN,"TAN, LI XUAN",Malaysia,MYS,MYS:2019:2,21,Silver,29,48,38.5,0.8927576602,359,same_country_exact,https://www.apmo-official.org/country_report/MYS/2019
1221,Li Xuan Tan,"Tan, Li Xuan",Malaysia,APMO,2020,TAN LI XUAN,"LI XUAN, TAN",Malaysia,MYS,MYS:2020:2,15,Silver,115,131,123,0.6350148368,337,same_country_exact,https://www.apmo-official.org/country_report/MYS/2020
1221,Li Xuan Tan,"Tan, Li Xuan",Malaysia,APMO,2021,TAN LI XUAN,"LI XUAN, TAN",Malaysia,MYS,MYS:2021:3,15,Silver,96,103,99.5,0.710755814,344,same_country_exact,https://www.apmo-official.org/country_report/MYS/2021
1222,Min Heng Tan,"Tan, Min Heng",Malaysia,APMO,2021,TAN MING HENG,"MING HENG, TAN",Malaysia,MYS,MYS:2021:5,12,Bronze,165,175,170,0.5058139535,344,reviewed_alias,https://www.apmo-official.org/country_report/MYS/2021
1222,Min Heng Tan,"Tan, Min Heng",Malaysia,APMO,2022,Min Heng Tan,"Tan, Min Heng",Malaysia,MYS,MYS:2022:3,15,Bronze,145,152,148.5,0.5330188679,318,same_country_exact,https://www.apmo-official.org/country_report/MYS/2022
1222,Min Heng Tan,"Tan, Min Heng",Malaysia,APMO,2023,Tan Min Heng,"Min Heng, Tan",Malaysia,MYS,MYS:2023:5,14,Bronze,121,137,129,0.6260869565,345,same_country_exact,https://www.apmo-official.org/country_report/MYS/2023
1222,Min Heng Tan,"Tan, Min Heng",Malaysia,APMO,2024,Tan Min Heng,"Min Heng, Tan",Malaysia,MYS,MYS:2024:6,14,Bronze,95,218,156.5,0.5591549296,355,same_country_exact,https://www.apmo-official.org/country_report/MYS/2024
1231,Zhiyang Wan,"Wan, Zhiyang",Malaysia,APMO,2019,ZHIYANG WAN,"WAN, ZHIYANG",Malaysia,MYS,MYS:2019:6,7,Honourable Mention,247,280,263.5,0.2660167131,359,same_country_exact,https://www.apmo-official.org/country_report/MYS/2019
